epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.006292544770985842,0.04081963375210762,0.07763392478227615,0.003414185019209981,0.032284028828144073,0.058431029319763184
1,0.0017181377625092864,0.022554699331521988,0.04145043343305588,0.0014887095894664526,0.02407318726181984,0.038583800196647644
2,0.0011780646163970232,0.02146207168698311,0.03432294726371765,0.0008630940574221313,0.01891256868839264,0.029378462582826614
3,0.0007187001756392419,0.016359589993953705,0.026808585971593857,0.0015735430642962456,0.034737955778837204,0.03966790810227394
4,0.000724887300748378,0.017832541838288307,0.026923730969429016,0.0005685737123712897,0.017924612388014793,0.023844784125685692
5,0.000552816956769675,0.015665212646126747,0.023512065410614014,0.001076310989446938,0.02851104363799095,0.032807182520627975
6,0.0005225064232945442,0.015896737575531006,0.0228583924472332,0.000467680481960997,0.015876131132245064,0.021625922992825508
7,0.0005376667249947786,0.01580229215323925,0.02318763919174671,0.0011239575687795877,0.029116425663232803,0.03352547809481621
8,0.0005535880918614566,0.015715165063738823,0.023528454825282097,0.0005037119262851775,0.016754820942878723,0.022443529218435287
9,0.0005147457122802734,0.014572830870747566,0.02268800511956215,0.0004628435999620706,0.01579277589917183,0.0215137992054224
10,0.0005331269348971546,0.014932431280612946,0.023089537397027016,0.00048784477985464036,0.016438329592347145,0.022087208926677704
11,0.0005541865830309689,0.016012469306588173,0.0235411636531353,0.0004846620431635529,0.01631668582558632,0.0220150426030159
12,0.0004998435615561903,0.014663303270936012,0.022357182577252388,0.0004586288705468178,0.015773845836520195,0.021415622904896736
13,0.0004597246879711747,0.013676164671778679,0.021441198885440826,0.00045157698332332075,0.01563003845512867,0.021250341087579727
14,0.0005827285349369049,0.015734052285552025,0.024139761924743652,0.0005902745178900659,0.018620021641254425,0.024295566603541374
15,0.000472679064841941,0.014383012428879738,0.02174118533730507,0.0005366244004108012,0.017370352521538734,0.023165155202150345
16,0.0004895571037195623,0.01452687755227089,0.02212594449520111,0.0004628713650163263,0.01580032892525196,0.021514443680644035
17,0.0004472170548979193,0.013858102262020111,0.021147508174180984,0.00045597710413858294,0.015683447942137718,0.021353621035814285
18,0.0004895356833003461,0.014257240109145641,0.02212545834481716,0.0006051673553884029,0.019494058564305305,0.02460015006363392
19,0.00046355900121852756,0.014310214668512344,0.02153041772544384,0.0006846089381724596,0.021480895578861237,0.026165034621953964
20,0.000485788012156263,0.014594732783734798,0.0220405962318182,0.0008829357684589922,0.02518722601234913,0.02971423603594303
21,0.00046373429358936846,0.014367497526109219,0.02153448760509491,0.0005316964234225452,0.017840249463915825,0.023058542981743813
22,0.00048086917377077043,0.014384841546416283,0.021928729489445686,0.0004602857807185501,0.0157647505402565,0.02145426906645298
23,0.0004904174711555243,0.014512123540043831,0.02214536815881729,0.0006573388818651438,0.020151928067207336,0.025638621300458908
24,0.0004935569013468921,0.014369013719260693,0.02221614122390747,0.0005068028694950044,0.017290551215410233,0.0225122831761837
25,0.00046421794104389846,0.013796492479741573,0.021545711904764175,0.0004556396743282676,0.015665384009480476,0.0213457178324461
26,0.00044522073585540056,0.013387294486165047,0.021100258454680443,0.000556845567189157,0.01869882456958294,0.02359757386147976
27,0.0004652570351026952,0.014173631556332111,0.02156982384622097,0.0005688095116056502,0.018182680010795593,0.02384972758591175
28,0.0004499938804656267,0.013652918860316277,0.021213054656982422,0.0004579206870403141,0.01571589894592762,0.021399080753326416
29,0.0004416715819388628,0.013098113238811493,0.021015986800193787,0.00045996689004823565,0.01582583598792553,0.021446838974952698
30,0.00045728342956863344,0.01410420797765255,0.021384190768003464,0.0005740404012612998,0.01896297186613083,0.023959139361977577
31,0.0004756764101330191,0.013956998474895954,0.021810000762343407,0.0004513622843660414,0.015623213723301888,0.021245287731289864
32,0.0004236302338540554,0.012715451419353485,0.020582277327775955,0.0004855753213632852,0.01665915548801422,0.02203577384352684
33,0.00044707185588777065,0.013470654375851154,0.02114407904446125,0.0005118980188854039,0.017292799428105354,0.022625159472227097
