epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.003157837549224496,0.02979232370853424,0.05530242621898651,0.001148479524999857,0.02186581678688526,0.033889226615428925
1,0.000936804455704987,0.020139481872320175,0.03060726635158062,0.0007840436301194131,0.021283231675624847,0.028000779449939728
2,0.0005913537461310625,0.016343016177415848,0.02431776374578476,0.0015321628889068961,0.034824710339307785,0.039142850786447525
3,0.0005633445107378066,0.016207285225391388,0.02373487502336502,0.00048372670426033437,0.01641177572309971,0.021993787959218025
4,0.0005840142257511616,0.01636376604437828,0.024166392162442207,0.0004526400880422443,0.015646880492568016,0.021275341510772705
5,0.0005235905991867185,0.015109104104340076,0.02288210019469261,0.000476792745757848,0.016441309824585915,0.021835584193468094
6,0.0004845962976105511,0.014974852092564106,0.022013545036315918,0.0011567821493372321,0.029778799042105675,0.03401150181889534
7,0.0005376908811740577,0.01588229089975357,0.023188158869743347,0.0006665390683338046,0.021056801080703735,0.02581741474568844
8,0.0005693769198842347,0.016903355717658997,0.023861626163125038,0.00045178752043284476,0.01566590927541256,0.021255293861031532
9,0.000546041876077652,0.016002651304006577,0.023367540910840034,0.0009420739952474833,0.02629380114376545,0.03069322369992733
10,0.0004874338919762522,0.01530473679304123,0.022077905014157295,0.00045981237781234086,0.015779629349708557,0.021443236619234085
11,0.0005194921977818012,0.015585385262966156,0.02279237098991871,0.0007602658588439226,0.021745482459664345,0.02757291868329048
12,0.0005190696683712304,0.015681352466344833,0.022783098742365837,0.0004816115542780608,0.016364509239792824,0.0219456497579813
13,0.0005845967098139226,0.016586406156420708,0.02417842671275139,0.000499760964885354,0.01711921952664852,0.02235533483326435
14,0.0005334148881956935,0.01582115888595581,0.023095767945051193,0.000540509819984436,0.018103117123246193,0.023248868063092232
15,0.0005151416989974678,0.015087145380675793,0.022696737200021744,0.00045426571159623563,0.015661317855119705,0.021313510835170746
16,0.00045491367927752435,0.013999110087752342,0.021328717470169067,0.0005441776593215764,0.018176568672060966,0.02332761511206627
17,0.0005207259673625231,0.015725089237093925,0.02281942591071129,0.0014727149391546845,0.034282613545656204,0.03837596997618675
18,0.0004969414439983666,0.015340154990553856,0.022292187437415123,0.000469513819552958,0.016263924539089203,0.021668268367648125
19,0.0005425260751508176,0.015732556581497192,0.023292193189263344,0.0005201284075155854,0.017206020653247833,0.022806324064731598
20,0.00048151210648939013,0.014750558882951736,0.021943384781479836,0.0008877241634763777,0.025385193526744843,0.02979470044374466
21,0.0004684389568865299,0.014673957601189613,0.02164345048367977,0.0005200157756917179,0.017631452530622482,0.022803854197263718
22,0.0005135372630320489,0.01533151138573885,0.0226613599807024,0.00048532593064010143,0.01635080948472023,0.022030113264918327
23,0.00047689376515336335,0.014766660518944263,0.02183789573609829,0.0004939381033182144,0.016515370458364487,0.02222471870481968
24,0.000527570431586355,0.01570945419371128,0.022968899458646774,0.0006685985717922449,0.021139919757843018,0.02585727348923683
25,0.0004714589158538729,0.014667578972876072,0.02171310782432556,0.00047175021609291434,0.016187027096748352,0.021719813346862793
26,0.00047670016647316515,0.014269229955971241,0.02183346636593342,0.00048096830141730607,0.016470924019813538,0.021930990740656853
