epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.003251073183491826,0.03329654783010483,0.056114718317985535,0.0025675806682556868,0.04559406265616417,0.0506712980568409
1,0.0007363913464359939,0.017638040706515312,0.027136528864502907,0.0005978162516839802,0.019022654742002487,0.024450281634926796
2,0.0006343161803670228,0.01707398146390915,0.025185639038681984,0.0005252659320831299,0.016799861565232277,0.02291867882013321
3,0.000593743403442204,0.01712656393647194,0.02436685375869274,0.0004528484132606536,0.015707941725850105,0.021280234679579735
4,0.000649842550046742,0.016449319198727608,0.025492006912827492,0.0004723155579995364,0.015999749302864075,0.021732822060585022
5,0.0005619440344162285,0.015790816396474838,0.023705357685685158,0.0005172594101168215,0.017837679013609886,0.022743336856365204
6,0.0006340281688608229,0.01718665286898613,0.025179913267493248,0.0006211770814843476,0.019049130380153656,0.024923423305153847
7,0.0006310353637672961,0.017038162797689438,0.02512042038142681,0.0004651621566154063,0.016053304076194763,0.02156761847436428
8,0.0004581579996738583,0.01416091900318861,0.021404623985290527,0.000453771062893793,0.01573258452117443,0.02130190283060074
9,0.00066899205558002,0.01658412255346775,0.02586488239467144,0.0005675815627910197,0.017788030207157135,0.023823970928788185
10,0.0004543714167084545,0.01367715559899807,0.021315988153219223,0.0005065550212748349,0.017356401309370995,0.022506775334477425
11,0.0005807437701150775,0.01649143174290657,0.024098629131913185,0.0006796185625717044,0.02145642414689064,0.02606949396431446
12,0.0006318665109574795,0.01657441258430481,0.025136958807706833,0.0013102656230330467,0.03198917210102081,0.036197591572999954
13,0.0005538516561500728,0.015991156920790672,0.023534052073955536,0.0005557992262765765,0.01888258010149002,0.023575395345687866
14,0.0004864976217504591,0.014173410832881927,0.022056691348552704,0.0006709594163112342,0.021350696682929993,0.02590288408100605
15,0.000690674758516252,0.018166137859225273,0.02628069370985031,0.0004899697378277779,0.01648913137614727,0.022135259583592415
16,0.0005331507418304682,0.015195375308394432,0.023090055212378502,0.0004734180693048984,0.01601974293589592,0.021758172661066055
17,0.0005695077124983072,0.01588570699095726,0.02386435866355896,0.0010363629553467035,0.026058852672576904,0.032192591577768326
18,0.00046656574704684317,0.014174917712807655,0.021600132808089256,0.0014054012717679143,0.03307519108057022,0.037488680332899094
19,0.0005500815459527075,0.01622804068028927,0.023453813046216965,0.0005057288217358291,0.01740812510251999,0.022488417103886604
20,0.0005368053680285811,0.01571640931069851,0.023169057443737984,0.0004553591716103256,0.01583440974354744,0.021339144557714462
21,0.0004985443083569407,0.014218172989785671,0.022328106686472893,0.0005478470120579004,0.01755322702229023,0.023406129330396652
22,0.0005302161443978548,0.015546223148703575,0.023026419803500175,0.0006489853258244693,0.01958811841905117,0.025475192815065384
23,0.0004914496676065028,0.015008536167442799,0.022168660536408424,0.0007430888363160193,0.02279931679368019,0.02725965343415737
24,0.0006665709079243243,0.01725371927022934,0.02581803686916828,0.00397296529263258,0.05922921746969223,0.06303146481513977
25,0.0005963024450466037,0.016344092786312103,0.024419305846095085,0.0005619445000775158,0.01879715733230114,0.023705368861556053
26,0.0005140627035871148,0.015304121188819408,0.022672949358820915,0.0006604643422178924,0.020980333909392357,0.025699499994516373
27,0.0005779680795967579,0.01589920185506344,0.024040963500738144,0.00047415419248864055,0.01638127490878105,0.021775081753730774
