epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.011785591952502728,0.055851832032203674,0.10603286325931549,0.0069336798042058945,0.04283476248383522,0.08326871693134308
1,0.0036660160403698683,0.03270789980888367,0.06054764240980148,0.0038947199936956167,0.03029906190931797,0.062407687306404114
2,0.002258991589769721,0.025626290589571,0.04752885550260544,0.0025969368871301413,0.029949499294161797,0.050960149616003036
3,0.0016556793125346303,0.022182876244187355,0.04069003835320473,0.0032064239494502544,0.04667434096336365,0.05662529543042183
4,0.0012805899605154991,0.020863350480794907,0.03578532859683037,0.0014587148325517774,0.026834795251488686,0.038193125277757645
5,0.0010345387272536755,0.018868789076805115,0.032164253294467926,0.0009295151103287935,0.020844783633947372,0.030487950891256332
6,0.0008425593259744346,0.01727817766368389,0.029026875272393227,0.0007426821393892169,0.019143512472510338,0.02725219540297985
7,0.0007073588785715401,0.016520477831363678,0.026596222072839737,0.0006211053696461022,0.017416659742593765,0.02492198534309864
8,0.0006252077873796225,0.0157243013381958,0.025004154071211815,0.0005958792753517628,0.017602523788809776,0.024410638958215714
9,0.0007223699940368533,0.01791740022599697,0.026876941323280334,0.0005173244280740619,0.016509151086211205,0.022744763642549515
10,0.0005948070320300758,0.015979016199707985,0.024388661608099937,0.0005051917396485806,0.0163222998380661,0.022476470097899437
11,0.0005708096432499588,0.016104720532894135,0.023891618475317955,0.0005186099442653358,0.017139792442321777,0.022773008793592453
12,0.0005758721381425858,0.016218364238739014,0.023997338488698006,0.0010230434127151966,0.027688059955835342,0.031985048204660416
13,0.0005772484000772238,0.016661979258060455,0.024025989696383476,0.0005942681455053389,0.018636951223015785,0.024377616122364998
14,0.0005045987199991941,0.015155822038650513,0.02246326394379139,0.0006335637881420553,0.01935991272330284,0.025170691311359406
15,0.0005643287440761924,0.01576053909957409,0.023755604401230812,0.0004909108392894268,0.016490472480654716,0.02215650863945484
16,0.0005878093652427197,0.01672215387225151,0.024244779720902443,0.0005332408472895622,0.01799699291586876,0.023092009127140045
17,0.0004887739196419716,0.014472408220171928,0.022108236327767372,0.00047889500274322927,0.01635708101093769,0.02188367024064064
18,0.000448498351033777,0.014073342084884644,0.021177779883146286,0.000756522174924612,0.022733060643076897,0.027504948899149895
19,0.0005505761364474893,0.015866970643401146,0.02346436306834221,0.0004873841244261712,0.016652995720505714,0.02207677811384201
20,0.0005382298259064555,0.015353171154856682,0.023199785500764847,0.0004601719556376338,0.01588398776948452,0.021451618522405624
21,0.0004903155495412648,0.013805685564875603,0.02214306779205799,0.000534644874278456,0.017915816977620125,0.023122388869524002
22,0.00046153037692420185,0.014007287099957466,0.02148325927555561,0.0004768746439367533,0.016327423974871635,0.02183745987713337
23,0.00048483957652933896,0.014647488482296467,0.02201908268034458,0.0004720228025689721,0.016220416873693466,0.021726084873080254
24,0.0004591603938024491,0.013821993954479694,0.021428033709526062,0.0009589861147105694,0.02666679583489895,0.030967500060796738
25,0.0004875844460912049,0.014492562972009182,0.022081321105360985,0.0005667762598022819,0.01878337375819683,0.023807063698768616
26,0.0004692974907811731,0.014893006533384323,0.021663278341293335,0.0004583412373904139,0.015749981626868248,0.02140890434384346
27,0.00043123436626046896,0.01358131691813469,0.020766181871294975,0.0004979469813406467,0.01672394573688507,0.022314725443720818
28,0.0004342024039942771,0.013223844580352306,0.02083752304315567,0.0004527060373220593,0.015647748485207558,0.021276891231536865
